"","tweet_id","tweet_text","tweet_created_at","tweet_geo_lat","tweet_geo_lon","tweet_city","text_clean"
"250","741471158172844032","Getting 'er clean (@ Wellwood Car Wash in North Lindenhurst, NY) https://t.co/Uo0S8Fwz7c","Sat Jun 11 03:24:34 +0000 2016","40.71516579","-73.3920033","North Lindenhurst, NY","getting er clean wellwood car wash north lindenhurst ny http tcouo0s8fwz7c"
"254","741474179111735296","Not a big fan of fender car racing but the last modified heat was badass","Sat Jun 11 03:36:34 +0000 2016","39.71662123","-121.81071737","Chico, CA","not big fan fender car racing last modified heat wa badass"
"256","741475515186466817","Just posted a photo @ Bellmore Car Show https://t.co/ucpauRpLgD","Sat Jun 11 03:41:53 +0000 2016","40.6850319","-73.5421677","North Bellmore, NY","just posted photo bellmore car show http tcoucpaurplgd"
"257","741475667670360064","Just posted a photo @ Bellmore Car Show https://t.co/fMcba7NVzb","Sat Jun 11 03:42:29 +0000 2016","40.6850319","-73.5421677","North Bellmore, NY","just posted photo bellmore car show http tcofmcba7nvzb"
"258","741477493379616768","I'm at Car's Late Night Delivery in Ramsey, NJ https://t.co/XnVB6jO4yz","Sat Jun 11 03:49:45 +0000 2016","41.05718889","-74.13901217","Ramsey, NJ","i m car s late night delivery ramsey nj http tcoxnvb6jo4yz"
"259","741480845647745024","Lol mike agriffith17x @ Race Car Shop https://t.co/a28FtMmqXC","Sat Jun 11 04:03:04 +0000 2016","39.22258947","-78.17211446","Virginia, USA","lol mike agriffith17x race car shop http tcoa28ftmmqxc"
"263","741483135783686145","You did it, Colorado! Because someone got the AmberAlert, saw the car, the boy is safe. https://t.co/acRZ4gGg2L","Sat Jun 11 04:12:10 +0000 2016","39.74601199","-104.99459343","Denver, CO","you colorado because someone got amberalert saw car boy safe http tcoacrz4ggg2l"
"264","741484750402002945","#OrlandoLostFound lost car keys in College Park (College Park): Lost car keys in College Park on Edgewater Drive https://t.co/eWFBS1xNdq","Sat Jun 11 04:18:35 +0000 2016","28.53257968","-81.3779211","Orlando, FL","orlandolostfound lost car key college park college park lost car key college park edgewater drive http tcoewfbs1xndq"
"269","741498390605746176","Nobody saw GSW last year. And nobody saw OKC beating SAS or taking GSW to 7 at the top of the year https://t.co/RMp1otj0bU","Sat Jun 11 05:12:47 +0000 2016","29.744563","-95.362289","Houston, TX","nobody saw gsw last year and nobody saw okc beating sas taking gsw 7 top year http tcormp1otj0bu"
"270","741498999874723840","Photo: A car sits on top of a building in tsunami-affected Japan. https://t.co/GXZXLijAOr","Sat Jun 11 05:15:12 +0000 2016","37.69951223","-123.01177641","California, USA","photo a car sits top building tsunamiaffected japan http tcogxzxlijaor"
"271","741501188344946691","The thing I hate about 24 hr drive thrus is that if you don't own a car they're pretty much tell you to go fuck yourself","Sat Jun 11 05:23:54 +0000 2016","47.5301624","-122.2807379","Seattle, WA","the thing i hate 24 hr drive thrus nt car re pretty much tell go fuck"
"272","741501493656715265","It's not LA without a car chase. @ Motel 6 https://t.co/bby1q2Snt6","Sat Jun 11 05:25:07 +0000 2016","34.1028","-118.33287","Los Angeles, CA","it s la without car chase motel 6 http tcobby1q2snt6"
"273","741501544470872064","Opened Illegal Parking report via android at 30 Kinross Rd, Brighton https://t.co/mWV3IZlc4t. Car parked extremely close to fire hydrant.","Sat Jun 11 05:25:19 +0000 2016","42.340229","-71.148925","Boston, MA","opened illegal parking report via android 30 kinross rd brighton http tcomwv3izlc4t car parked extremely close fire hydrant"
"276","741503642608369664","What to do if you see a dog in a hot car https://t.co/gexhnCNltv","Sat Jun 11 05:33:39 +0000 2016","39.74601199","-104.99459343","Denver, CO","what see dog hot car http tcogexhncnltv"
"277","741506348844716032","Just posted a video @ D Block Car Wash &amp; Gas https://t.co/F8prGt04Vq","Sat Jun 11 05:44:24 +0000 2016","40.93891519","-73.88614359","Yonkers, NY","just posted video d block car wash amp gas http tcof8prgt04vq"
"278","741508044316508161","Driver of a reportedly stolen car leads officers on chase on Los Angeles freeway https://t.co/56guTTkkog","Sat Jun 11 05:51:08 +0000 2016","34.05161048","-118.24533538","Los Angeles, CA","driver reportedly stolen car lead officer chase los angeles freeway http tco56guttkkog"
"279","741508875610902528","Crazy ! Every car pulling up had a boogie playing","Sat Jun 11 05:54:27 +0000 2016","40.861068","-73.920875","Bronx, NY","crazy every car pulling boogie playing"
"284","741516464788623361","Police: Woman hit her boyfriend with her car after finding out he is HIV positive:abc15 https://t.co/ydlhidvSbG","Sat Jun 11 06:24:36 +0000 2016","33.46889822","-112.09379298","Phoenix, AZ","police woman hit boyfriend car finding hiv positive abc15 http tcoydlhidvsbg"
